AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
3.60,-11.21,-11.41,-0.31,0.11,0.58,1721228747153
6.14,-10.22,-2.05,-0.99,0.83,0.30,1721228747158
4.09,-18.82,14.50,-0.47,1.00,-0.64,1721228747168
0.00,-10.94,62.14,-0.47,0.46,-0.40,1721228747178
-4.27,17.52,26.43,0.91,0.07,-0.34,1721228747188
2.85,5.23,-31.23,1.66,-0.14,0.00,1721228747198
0.31,-5.50,-8.67,-1.84,0.33,-0.02,1721228747208
2.92,8.46,21.97,-0.24,1.18,-0.14,1721228747218
5.77,-6.31,0.21,1.34,-0.29,-0.40,1721228747228
2.62,9.25,-15.06,-0.01,-0.34,-1.28,1721228747238
2.47,3.47,-5.65,-1.08,0.77,-1.24,1721228747248
-5.50,-20.45,20.47,0.31,-0.61,-1.01,1721228747258
-10.44,5.84,15.75,0.16,0.35,-0.33,1721228747268
-2.20,-3.22,2.64,0.03,0.03,0.11,1721228747278
-2.17,-1.19,12.15,-0.36,0.63,0.16,1721228747288
0.71,1.30,26.36,0.07,0.01,-0.20,1721228747298
2.25,4.91,15.73,0.06,0.26,-0.16,1721228747308
3.27,-5.09,6.49,-0.02,0.08,-0.16,1721228747318
5.37,0.82,15.28,-0.03,0.64,-0.18,1721228747328
1.92,0.98,2.37,0.30,-0.35,-0.42,1721228747338
2.86,-1.94,-8.74,-0.41,0.90,-0.62,1721228747348
-3.49,0.42,24.67,-0.07,0.30,-0.68,1721228747358
-3.23,3.33,19.18,0.32,0.13,-0.47,1721228747368
-3.11,-9.07,7.95,0.04,0.17,-0.45,1721228747378
-5.20,9.89,13.09,0.33,0.32,-0.17,1721228747388
-1.43,9.05,-3.91,0.88,-0.22,0.08,1721228747398
-3.19,-16.16,-10.80,-0.37,0.26,-0.19,1721228747408
-12.84,-40.22,49.68,-1.54,0.65,-0.57,1721228747418
-4.76,20.37,41.82,0.31,0.21,0.40,1721228747428
12.85,-30.51,-18.20,1.37,-0.67,-0.95,1721228747438
2.32,7.26,5.94,-1.61,1.64,0.42,1721228747448
-11.80,71.26,21.57,0.65,-0.66,-0.79,1721228747458
0.89,-1.02,6.03,0.67,-0.61,-1.00,1721228747468
7.50,-4.22,-31.82,-1.30,2.58,-0.60,1721228747478
8.58,-13.93,47.95,0.65,-1.05,-0.02,1721228747488
-22.10,32.88,20.85,-0.16,0.59,0.39,1721228747498
2.71,30.82,-10.05,1.44,0.01,-0.07,1721228747508
2.96,-8.60,0.65,-0.22,-0.18,-0.42,1721228747518
2.04,4.43,31.89,0.11,0.64,-0.24,1721228747528
2.76,-16.81,3.37,0.34,-0.26,-0.21,1721228747538
0.68,-8.38,5.96,-0.35,0.89,-0.59,1721228747548
-4.38,23.99,17.37,0.57,-0.22,-1.03,1721228747558
4.12,-11.91,-8.33,1.25,-0.76,-1.85,1721228747568
-4.18,4.69,-3.14,-1.44,0.82,-0.17,1721228747578
-6.26,-6.92,64.82,-0.98,0.57,-0.59,1721228747588
-10.69,19.34,28.16,0.68,-0.42,-0.64,1721228747598
-26.31,-55.37,-17.57,0.44,-0.26,0.13,1721228747608
-4.42,5.60,-4.31,-0.67,0.22,0.21,1721228747618
-2.69,5.50,0.81,0.38,-0.08,0.66,1721228747628
2.57,-1.15,0.62,0.13,-0.07,0.39,1721228747638
7.04,-3.26,10.65,-0.02,0.51,-0.21,1721228747648
2.12,-5.38,31.46,-0.20,-0.24,-0.44,1721228747658
0.10,-12.00,14.42,0.11,-0.22,-0.45,1721228747668
-1.00,27.21,5.62,0.10,0.04,-0.11,1721228747678
0.34,-0.53,-35.68,0.69,-0.55,0.15,1721228747688
3.45,-14.69,-21.27,-0.66,0.24,-0.23,1721228747698
-13.47,-15.69,60.87,-1.36,0.34,-0.15,1721228747708
-26.05,21.04,51.30,-1.03,-0.73,0.35,1721228747718
-3.26,39.49,25.21,-0.07,0.72,1.27,1721228747728
-2.63,-50.72,-36.26,1.05,-0.78,0.82,1721228747738
5.86,-6.02,-16.00,-2.07,0.69,0.22,1721228747748
3.96,9.11,2.44,0.55,-0.76,-0.11,1721228747758
8.64,-22.22,-14.08,-0.57,-1.18,-1.41,1721228747768
-10.18,5.41,54.03,-0.43,-0.78,0.03,1721228747778
7.60,22.41,33.10,0.77,-1.01,1.13,1721228747788
-0.28,-1.79,-22.37,0.89,-0.12,0.73,1721228747798
6.89,-4.12,-3.17,-0.74,0.66,0.62,1721228747808
7.60,-4.56,31.15,0.53,0.36,0.28,1721228747818
5.04,9.88,8.66,0.49,-0.33,-0.76,1721228747828
-9.08,-14.46,-2.45,-0.12,0.22,0.29,1721228747838
5.78,8.77,15.27,0.53,0.52,-0.01,1721228747848
-3.88,-17.13,10.39,1.35,-0.20,0.61,1721228747858
2.51,-7.41,1.67,-0.09,0.31,0.36,1721228747868
-0.70,2.68,19.56,0.28,0.18,0.33,1721228747878
-0.71,-3.50,5.21,0.21,-0.37,0.57,1721228747888
1.87,-10.67,9.89,-0.39,0.75,0.61,1721228747898
1.92,-1.88,18.73,0.39,0.06,0.44,1721228747908
3.01,3.69,2.66,0.61,-0.27,-0.11,1721228747918
10.29,27.55,-8.37,0.90,-0.35,-0.16,1721228747928
2.22,-9.05,-6.70,-0.89,0.04,0.21,1721228747938
-1.75,-23.85,31.42,-1.93,1.22,0.17,1721228747948
1.42,-14.17,26.47,1.18,-1.07,0.05,1721228747958
-0.48,3.39,-0.91,0.68,-0.08,0.68,1721228747968
7.39,2.55,2.37,-0.07,0.40,0.54,1721228747978
6.49,17.05,9.78,0.43,0.05,0.24,1721228747988
7.23,4.77,-14.79,0.19,-1.58,0.26,1721228747998
1.19,-19.92,-7.61,-1.60,1.12,0.04,1721228748008
6.13,-6.15,68.59,0.61,0.17,-0.26,1721228748018
-1.87,1.60,12.30,0.65,0.44,0.08,1721228748028
-13.15,17.97,-48.74,1.38,-0.26,0.50,1721228748038
4.24,-14.56,-14.16,-1.84,0.79,0.39,1721228748048
6.89,-20.70,28.57,-1.60,1.21,-0.19,1721228748058
6.09,11.57,55.70,0.42,0.44,-0.67,1721228748068
-30.50,33.18,6.63,1.57,-0.32,-0.27,1721228748078
-13.25,-18.04,-18.65,-0.78,0.89,-0.16,1721228748088
-14.70,11.71,5.30,-1.12,0.87,0.89,1721228748098
7.70,6.51,-3.68,0.29,-0.19,1.49,1721228748108
12.26,-5.10,-16.25,0.02,0.22,0.75,1721228748118
32.04,-37.97,57.85,-1.67,2.00,-0.97,1721228748128
-2.42,8.55,49.67,0.16,-0.86,-1.59,1721228748138
-7.30,-2.94,13.84,0.70,0.11,-1.69,1721228748148
-4.18,1.25,-3.47,0.00,-0.16,-0.51,1721228748158
-16.59,-2.54,1.07,-0.29,0.60,1.17,1721228748168
1.95,-4.78,6.56,0.35,0.59,1.58,1721228748178
8.63,3.72,-11.85,0.51,0.21,1.28,1721228748188
13.73,-44.19,-10.62,-2.44,1.65,-0.34,1721228748198
-5.69,28.42,57.24,0.19,-0.19,-1.59,1721228748208
-1.84,-23.94,23.59,1.03,-0.88,-1.46,1721228748218
-18.28,63.35,-25.39,0.41,0.24,-0.30,1721228748228
-10.95,-7.38,-12.46,-0.07,-1.03,0.52,1721228748238
-5.72,-12.22,1.01,-0.77,1.34,1.63,1721228748248
6.18,1.21,7.82,0.49,0.16,1.35,1721228748258
11.14,12.05,36.56,0.06,0.62,0.09,1721228748268
6.20,15.10,14.87,0.44,-0.88,-0.98,1721228748278
1.43,-2.03,-9.23,-0.34,-0.42,-1.60,1721228748288
-9.94,9.58,19.85,-0.44,-0.18,-0.44,1721228748298
-10.11,-32.11,30.21,0.10,0.25,0.45,1721228748308
-15.01,17.91,-12.84,0.69,-0.16,1.05,1721228748318
0.87,12.15,-28.12,1.16,-0.62,0.67,1721228748328
5.71,14.79,-4.24,-1.07,0.21,0.81,1721228748338
14.37,-23.80,70.71,-2.58,0.72,-0.13,1721228748348
-3.28,-16.73,52.24,0.47,-1.84,-0.43,1721228748358
-11.24,-0.81,14.96,0.42,-0.58,-0.36,1721228748368
-13.28,13.61,-6.39,0.57,-0.31,0.58,1721228748378
-7.36,-0.18,-9.17,-0.29,0.81,1.46,1721228748388
5.04,-3.56,-4.06,-1.01,-0.06,0.92,1721228748398
12.34,-0.62,53.42,-0.43,0.32,0.18,1721228748408
2.21,12.17,29.72,0.84,-1.51,0.08,1721228748418
7.08,-11.49,4.63,1.01,-0.63,-0.15,1721228748428
-7.88,-17.12,2.81,-1.44,0.63,1.17,1721228748438
3.49,-18.46,16.50,1.02,-0.42,0.67,1721228748448
2.05,7.12,3.38,-0.04,-0.16,0.62,1721228748458
6.09,-15.49,-2.33,0.51,-0.70,0.09,1721228748468
4.04,19.87,52.20,1.25,-1.00,0.63,1721228748478
1.16,17.60,10.91,0.64,-0.33,0.45,1721228748488
7.02,-22.80,-31.71,-1.01,0.72,0.50,1721228748498
24.56,-78.23,-46.97,-3.63,-0.57,-0.68,1721228748508
10.37,-13.62,38.49,0.74,1.23,-0.23,1721228748518
5.53,-4.23,-6.32,2.14,-0.86,-0.20,1721228748528
-12.32,7.57,10.34,-1.12,1.62,0.47,1721228748538
24.70,34.05,39.49,1.93,0.70,0.68,1721228748548
11.69,17.24,-1.53,0.84,-0.26,0.88,1721228748558
14.50,-35.13,-7.82,-1.47,1.05,0.66,1721228748568
10.80,-27.67,35.18,-0.02,0.21,-0.57,1721228748578
21.13,39.49,-0.46,0.96,-0.93,-1.56,1721228748588
6.58,23.76,-39.30,2.06,-0.22,-0.36,1721228748598
1.59,-12.98,-21.91,-2.82,0.44,0.10,1721228748608
2.35,-49.46,58.01,-0.72,0.81,-0.39,1721228748618
16.54,78.45,78.45,1.13,0.16,0.15,1721228748628
-13.50,-46.93,-78.30,3.95,-0.17,0.85,1721228748638
11.19,28.92,-78.45,-0.42,-1.01,1.37,1721228748648
12.86,-38.74,-41.40,-0.06,-4.37,0.74,1721228748658
19.69,-48.91,78.45,-3.31,4.37,-2.87,1721228748668
35.26,78.45,25.16,3.94,-4.37,-1.45,1721228748678
-19.25,1.10,3.47,2.01,3.30,-0.12,1721228748688
4.82,-11.78,-44.26,-0.02,-0.38,0.08,1721228748698
7.45,-73.87,-0.88,-4.12,3.88,-0.24,1721228748708
6.43,14.83,57.62,2.52,1.68,-0.74,1721228748718
21.20,-33.80,-16.24,0.06,0.38,-0.85,1721228748728
-25.37,11.43,35.97,0.34,-1.49,-1.26,1721228748738
-4.85,4.79,9.02,-0.02,1.00,-0.39,1721228748748
-11.68,6.33,-21.27,1.48,-0.39,0.63,1721228748758
2.63,-27.34,-7.75,-2.79,2.78,0.41,1721228748768
-4.51,4.84,2.05,0.09,0.16,0.64,1721228748778
4.16,-0.18,34.31,0.05,0.10,-0.06,1721228748788
1.33,3.58,7.68,0.05,0.04,-0.40,1721228748798
1.77,4.76,1.01,0.19,-0.32,0.14,1721228748808
6.41,-20.75,-30.96,-1.21,-0.42,-0.37,1721228748818
1.60,-42.23,73.21,-2.01,2.50,-1.26,1721228748828
-13.61,36.83,29.19,-0.12,-1.99,-0.53,1721228748838
14.80,-27.61,-6.76,3.34,0.13,-1.83,1721228748848
-25.47,19.04,-76.41,-0.78,1.65,-1.08,1721228748858
2.91,-30.84,24.68,1.14,0.17,-0.66,1721228748868
-8.85,68.24,34.36,0.09,-1.86,0.91,1721228748878
-8.79,-44.69,-33.78,2.12,1.12,0.16,1721228748888
20.17,-5.86,-13.96,-2.53,-0.32,-0.45,1721228748898
-19.28,50.92,78.45,-0.41,-1.47,-0.87,1721228748908
4.07,23.01,22.55,3.30,-2.37,-0.46,1721228748918
-9.78,-12.70,-59.05,2.11,0.66,0.07,1721228748928
-0.61,11.16,-32.03,-2.25,-1.30,0.85,1721228748938
4.90,-17.32,17.87,-4.02,2.02,-0.01,1721228748948
5.33,31.22,61.41,-1.77,-2.47,0.47,1721228748958
-6.85,-5.72,49.12,1.01,-0.60,-0.80,1721228748968
-9.98,33.90,-39.50,2.86,-0.70,-0.19,1721228748978
-1.24,-15.64,-29.89,-1.52,0.03,0.44,1721228748988
2.02,-23.91,-2.65,-1.78,3.19,0.48,1721228748998
13.40,-39.39,42.79,3.62,-0.22,0.60,1721228749008
25.73,58.22,42.06,1.44,-0.37,0.80,1721228749018
5.41,-4.28,0.46,1.39,-0.79,0.38,1721228749028
-2.60,-0.99,-18.68,-0.51,0.22,-0.30,1721228749038
0.44,-30.97,-0.19,-2.23,1.54,-0.84,1721228749048
-2.82,-16.68,15.05,1.67,-1.02,-0.57,1721228749058
-19.23,12.55,-3.18,-0.12,-0.01,0.46,1721228749068
-9.43,29.87,63.48,-0.89,1.94,0.92,1721228749078
-10.85,16.39,13.59,0.52,-0.27,1.12,1721228749088
11.04,7.17,-16.18,1.97,-0.44,0.50,1721228749098
-6.30,-62.00,-34.28,-1.50,0.67,0.62,1721228749108
-17.85,-1.32,78.45,-1.09,-1.26,-0.26,1721228749118
5.77,43.26,56.69,1.53,-0.98,-0.74,1721228749128
-0.64,1.51,-4.30,2.63,-1.11,0.04,1721228749138
0.71,40.97,-38.85,-0.25,-0.77,1.02,1721228749148
-1.60,-78.45,78.45,-3.25,2.37,-0.79,1721228749163
-11.63,-18.82,74.54,0.75,-1.59,-1.31,1721228749167
17.56,78.45,1.44,2.55,-1.13,-1.18,1721228749177
1.10,-7.42,-43.80,2.02,1.26,0.40,1721228749187
-1.93,0.21,-33.54,-4.37,-0.94,0.95,1721228749197
58.19,-78.45,46.49,-2.66,4.37,-1.28,1721228749207
-18.84,66.25,65.37,2.15,-2.59,-0.09,1721228749217
9.29,19.56,-13.01,3.24,0.15,0.06,1721228749227
5.92,3.19,-62.63,-0.13,0.21,0.28,1721228749237
-18.37,-70.92,-24.89,-3.65,0.16,0.07,1721228749247
10.32,50.42,78.45,0.77,-2.89,-1.19,1721228749257
8.23,24.98,-21.37,2.04,-0.79,-1.17,1721228749267
-3.39,-13.51,-31.35,2.84,-1.81,-0.25,1721228749277
-16.10,9.86,78.45,-1.04,1.27,-0.08,1721228749287
