AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
2.02,11.68,-11.49,-0.11,-0.37,-1.30,1721228257131
-5.80,2.50,-5.58,-0.56,-0.13,-1.14,1721228257136
-7.98,-22.56,15.91,-0.67,0.50,-0.39,1721228257146
-9.98,-14.36,37.18,0.56,0.44,0.21,1721228257156
-5.21,0.79,-1.02,0.75,-0.16,-0.09,1721228257166
-0.73,-1.21,-12.78,-0.41,0.18,-0.28,1721228257176
-6.55,-11.10,33.32,-0.05,-0.27,-0.05,1721228257186
-0.21,-4.62,17.13,0.73,0.24,0.37,1721228257196
5.63,-0.85,-13.52,-0.03,0.01,0.05,1721228257206
-1.18,1.41,-8.01,-0.64,0.33,-0.36,1721228257216
5.60,-13.86,3.92,-0.48,0.46,-0.22,1721228257226
2.50,-32.16,58.05,0.21,0.65,-0.47,1721228257236
-5.87,27.22,22.49,1.50,-0.72,-0.65,1721228257246
-0.64,-6.85,-33.55,-0.01,-0.13,-0.52,1721228257256
-3.64,-5.99,6.48,-1.05,1.89,0.58,1721228257265
3.56,-9.35,32.25,-0.33,0.65,0.91,1721228257275
8.05,1.94,13.40,0.81,0.26,-0.24,1721228257285
0.61,27.40,4.24,0.21,-0.71,-1.25,1721228257295
-5.06,4.65,11.40,-0.50,0.17,-1.17,1721228257305
-19.01,-9.99,22.84,-0.38,-0.10,-0.13,1721228257315
-17.23,-7.25,-9.92,-0.02,0.12,0.79,1721228257325
-1.98,-5.06,-7.86,-0.72,0.71,1.01,1721228257335
-3.22,12.11,44.56,-0.09,0.36,0.42,1721228257345
4.35,2.71,25.73,0.83,-0.55,-0.21,1721228257355
-1.96,24.08,8.54,0.44,-0.22,-0.72,1721228257365
-4.10,13.84,-15.78,-0.57,-0.74,-0.06,1721228257375
2.51,-19.35,-0.89,-0.75,0.90,0.73,1721228257385
11.15,-21.04,40.90,-0.15,0.98,0.78,1721228257395
13.17,25.09,38.82,0.59,-0.04,-0.35,1721228257405
2.60,16.25,-2.71,-0.00,-1.61,-1.74,1721228257415
-16.49,11.26,12.52,-0.14,-0.92,-1.47,1721228257425
-22.69,-7.39,-6.29,-0.11,-0.33,0.11,1721228257435
-14.50,-3.56,-1.54,0.08,0.41,1.15,1721228257445
-1.84,-9.26,0.57,-0.12,0.20,1.14,1721228257455
4.03,-1.85,32.68,-0.06,0.17,0.33,1721228257465
0.65,0.10,21.80,0.38,-0.76,-0.24,1721228257475
-1.29,-5.05,0.42,-0.18,-0.28,-0.02,1721228257485
2.38,0.57,4.22,-0.25,-0.20,0.55,1721228257495
10.63,-14.64,10.25,0.26,0.86,0.50,1721228257505
15.37,5.11,19.60,0.47,-0.37,-0.25,1721228257515
3.46,-2.53,9.57,-0.06,-0.77,-1.39,1721228257525
-3.92,18.74,20.11,0.90,-0.56,-1.59,1721228257535
-17.07,-7.98,-23.00,-0.41,-1.07,0.27,1721228257545
-7.03,-5.68,14.23,-0.81,2.05,1.06,1721228257555
14.09,-1.67,54.59,0.23,0.66,0.68,1721228257565
1.93,3.02,0.68,0.88,-0.89,-0.10,1721228257575
-0.71,22.50,-10.97,0.06,-0.16,-0.38,1721228257585
-8.04,9.77,0.08,-0.59,-0.16,0.22,1721228257595
0.54,-13.33,3.56,-0.51,0.11,0.82,1721228257605
4.66,-19.64,27.51,-0.05,0.05,0.82,1721228257615
14.92,6.73,26.38,0.26,0.06,0.22,1721228257625
14.96,4.45,1.52,0.16,-0.26,-1.01,1721228257635
2.93,-2.80,17.17,0.17,-0.41,-1.35,1721228257645
-7.34,-7.13,9.60,-0.18,-0.10,-0.61,1721228257655
-9.79,10.06,17.59,0.28,0.26,-0.01,1721228257665
-0.29,-6.40,5.07,-0.15,0.10,0.04,1721228257675
-2.10,6.41,21.52,0.02,0.04,-0.54,1721228257685
-7.68,5.13,-0.37,0.17,-0.97,-0.56,1721228257695
-8.68,-7.47,-16.25,-0.69,-0.04,-0.11,1721228257705
-7.28,-3.98,33.16,-0.25,0.03,0.37,1721228257715
-5.41,-1.77,23.33,0.24,-0.30,0.34,1721228257725
4.87,6.30,7.27,-0.16,-0.37,-0.31,1721228257735
-2.95,32.86,9.33,0.04,-1.06,-0.27,1721228257745
9.07,-2.72,0.28,-0.70,0.23,0.49,1721228257755
9.03,-8.08,10.67,-1.39,0.43,-0.18,1721228257765
8.52,15.06,11.31,-0.59,-0.38,-1.36,1721228257775
-7.28,1.99,1.92,-0.34,-0.85,-1.84,1721228257785
-20.83,13.84,12.63,-0.09,-0.34,-1.09,1721228257795
-23.47,-3.90,-1.53,-0.02,-0.14,0.13,1721228257805
-15.16,-11.31,16.85,-0.75,0.13,1.09,1721228257815
-0.37,14.04,30.86,0.11,0.23,1.99,1721228257825
14.32,-4.04,-1.60,0.34,-0.36,1.88,1721228257835
28.77,-6.96,6.20,-0.39,1.11,0.58,1721228257845
13.89,23.39,27.18,0.27,-0.80,-0.94,1721228257855
11.39,-7.37,-4.95,0.44,-1.47,-1.52,1721228257865
-5.50,-1.00,13.69,-0.16,0.29,-2.00,1721228257875
-22.26,14.62,25.91,0.74,-0.65,-1.32,1721228257885
-18.69,-4.72,-8.90,0.48,0.09,0.11,1721228257895
-9.03,-4.76,14.30,-0.23,0.56,1.31,1721228257905
-3.18,6.14,19.25,0.32,0.12,1.52,1721228257915
8.51,-7.39,-8.38,0.31,-0.58,1.04,1721228257925
13.06,-8.40,-1.02,-0.12,0.55,0.19,1721228257935
9.61,-16.03,4.37,-0.07,-0.03,-0.30,1721228257945
-1.26,-6.52,35.72,0.21,-0.32,-0.99,1721228257955
-7.90,12.30,18.55,0.44,-0.56,-0.16,1721228257965
-4.38,-6.92,-6.99,-0.39,0.59,0.37,1721228257975
-2.39,-6.59,11.34,-0.23,-0.15,0.53,1721228257985
3.52,-24.84,5.72,-0.54,-0.08,0.00,1721228257995
-4.93,0.25,19.22,0.37,-0.33,-0.18,1721228258005
-7.69,-3.05,-1.98,0.33,-0.50,0.11,1721228258015
-1.27,-3.11,11.40,-0.00,0.50,-0.01,1721228258025
-9.73,33.31,26.98,0.04,0.01,0.57,1721228258035
2.47,-4.20,-14.70,-0.18,0.35,0.73,1721228258045
11.73,-15.90,10.68,-0.50,0.83,0.79,1721228258055
13.48,21.99,26.63,0.43,-0.58,0.25,1721228258065
8.22,-2.86,1.76,-0.14,-0.41,-0.23,1721228258075
1.24,-5.98,20.04,-0.49,0.25,-0.61,1721228258085
-5.76,1.73,21.34,0.05,-0.35,-0.00,1721228258095
-4.82,-11.36,-4.73,0.17,0.20,0.25,1721228258105
-3.82,-0.18,15.68,-0.08,0.34,0.64,1721228258115
-0.44,15.12,20.22,0.57,0.03,0.91,1721228258125
10.92,13.18,-12.64,0.37,-0.41,1.12,1721228258135
10.44,-4.45,-11.57,-0.98,0.44,0.42,1721228258145
0.95,-27.23,33.68,-0.73,-0.16,-0.43,1721228258155
0.82,12.70,30.20,0.62,-0.35,-0.38,1721228258165
-3.72,-20.72,-16.41,-0.09,-0.07,-0.11,1721228258175
-15.97,18.10,42.62,-0.12,-0.13,-0.07,1721228258185
-9.30,5.94,22.14,0.25,-0.54,1.17,1721228258195
6.69,-19.15,-8.75,-0.14,0.29,1.03,1721228258205
1.89,-3.31,14.34,0.35,-0.01,0.80,1721228258215
14.25,1.43,-1.39,0.35,-1.20,0.01,1721228258225
5.83,11.26,-10.64,-0.19,0.65,-0.62,1721228258235
-8.54,-1.37,-6.24,-0.89,-0.27,-0.20,1721228258245
-12.11,-18.79,49.67,-0.46,0.31,-0.51,1721228258255
-11.96,7.47,29.36,0.16,-0.59,0.27,1721228258265
-2.67,12.10,-12.28,-0.04,-0.06,0.23,1721228258275
-3.37,-10.49,-3.61,-0.78,0.50,0.68,1721228258285
0.12,3.18,24.61,0.24,-0.10,0.53,1721228258295
5.89,11.18,-0.96,0.43,-0.95,0.56,1721228258305
14.36,-9.30,1.55,-0.66,0.58,0.28,1721228258315
-2.07,2.84,31.99,-0.69,0.09,-0.49,1721228258325
8.02,15.51,24.06,0.87,-0.23,-1.12,1721228258335
-1.03,-6.43,-11.25,-0.31,-0.58,-1.26,1721228258345
-9.84,-4.55,21.93,-0.40,1.75,-1.48,1721228258355
-27.08,16.92,17.86,0.82,-0.90,-0.15,1721228258365
-11.17,-11.51,-17.71,0.41,0.25,1.02,1721228258375
2.29,-17.37,18.02,0.01,1.04,0.94,1721228258385
8.06,24.60,34.67,0.84,-0.72,0.43,1721228258395
6.36,11.09,0.14,0.97,-1.16,-0.52,1721228258405
1.07,1.38,14.89,-0.11,0.87,-1.11,1721228258415
-6.80,0.08,17.55,0.43,-1.08,-0.67,1721228258425
-6.43,-14.14,-11.87,0.29,0.08,0.02,1721228258435
-5.72,2.91,3.09,-0.14,0.59,0.74,1721228258445
