AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
1.86,-1.47,3.19,0.15,0.12,-0.01,1721200780143
2.02,0.94,4.39,0.01,0.18,-0.04,1721200780147
2.52,-0.50,13.27,0.01,0.00,-0.24,1721200780157
0.21,0.96,14.84,0.21,0.05,-0.47,1721200780167
-1.72,1.40,6.86,0.25,0.03,-0.40,1721200780177
-2.15,-0.23,5.43,-0.03,0.17,-0.28,1721200780187
-2.04,1.22,15.46,0.03,0.10,-0.25,1721200780197
-0.10,2.45,11.58,0.17,0.16,-0.35,1721200780207
0.93,0.44,6.92,0.05,0.13,-0.33,1721200780217
0.04,-2.38,8.23,-0.14,-0.01,-0.35,1721200780227
-2.00,1.02,13.01,0.09,-0.01,-0.52,1721200780237
-2.33,-1.14,8.83,-0.04,0.18,-0.62,1721200780247
-4.82,-0.28,8.38,0.02,-0.15,-0.31,1721200780257
-4.15,-1.25,8.59,-0.24,0.12,-0.20,1721200780267
-0.73,-1.20,12.12,-0.06,0.02,-0.23,1721200780277
0.47,0.64,8.58,-0.10,0.07,-0.37,1721200780287
-0.69,-1.74,10.65,-0.24,-0.05,-0.33,1721200780297
-1.10,0.73,10.79,-0.05,-0.09,-0.20,1721200780307
1.46,-2.06,4.78,-0.22,0.02,-0.26,1721200780317
-0.68,-2.09,17.41,-0.29,0.02,-0.45,1721200780327
-1.02,-2.18,9.63,-0.06,-0.08,-0.46,1721200780337
-1.28,1.29,7.35,-0.16,0.06,-0.27,1721200780347
0.98,-1.23,10.51,-0.30,0.10,-0.25,1721200780357
0.45,-0.31,11.66,-0.25,-0.06,-0.34,1721200780367
0.10,1.50,11.91,-0.17,0.04,-0.46,1721200780377
-2.14,0.70,7.22,-0.20,-0.08,-0.46,1721200780387
-4.78,-5.93,8.73,-0.34,-0.10,-0.22,1721200780397
-2.79,-1.04,11.56,-0.16,0.00,0.04,1721200780407
1.68,1.30,12.67,-0.15,0.05,-0.06,1721200780417
0.48,3.80,10.32,-0.10,-0.32,-0.22,1721200780427
