AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-22.87,-6.15,-13.15,0.34,0.02,-2.31,1721201008159
-36.35,0.79,-17.46,-0.14,-0.03,-1.07,1721201008164
-30.38,-3.79,6.28,-0.42,-0.27,1.36,1721201008174
-4.13,-10.50,13.42,-0.43,-0.02,2.24,1721201008184
17.23,-5.46,30.25,0.50,-0.14,1.90,1721201008194
24.95,2.00,3.65,0.26,-0.18,0.68,1721201008204
19.86,5.22,0.72,-0.42,-0.09,-0.85,1721201008214
11.12,-6.45,14.40,-0.16,-0.53,-1.74,1721201008224
0.31,-12.64,18.44,0.28,-0.56,-1.16,1721201008234
-5.36,0.48,-2.31,0.20,-0.15,-0.30,1721201008244
4.12,1.08,10.95,-0.29,0.48,-0.33,1721201008254
3.20,-2.35,24.02,-0.03,-0.19,-0.95,1721201008264
-5.20,-6.96,14.06,0.35,-0.09,-1.16,1721201008274
-12.40,1.56,0.94,0.16,-0.05,-0.77,1721201008284
-13.82,-4.37,0.34,-0.31,-0.19,-0.22,1721201008294
-9.86,-9.40,18.45,-0.02,-0.15,0.37,1721201008304
1.60,-5.85,16.52,0.41,-0.01,0.67,1721201008314
7.52,8.31,0.00,0.04,-0.00,0.14,1721201008324
7.73,1.69,13.27,-0.18,-0.09,-0.69,1721201008334
2.84,-5.60,8.12,0.19,-0.23,-0.81,1721201008344
0.93,-3.96,11.29,-0.00,0.17,-0.48,1721201008354
2.60,-1.25,21.64,0.33,-0.01,-0.41,1721201008364
3.17,6.45,6.82,0.36,0.10,-0.52,1721201008374
1.51,-3.65,4.35,-0.53,-0.00,-0.79,1721201008384
-8.30,-2.76,23.12,0.40,-0.43,-1.01,1721201008394
-8.92,-5.88,-2.30,0.07,-0.07,-0.63,1721201008404
-8.72,-3.39,18.97,-0.05,-0.24,0.22,1721201008414
0.21,-6.23,6.97,0.16,-0.10,0.74,1721201008424
8.35,2.04,13.42,0.10,0.36,0.26,1721201008434
12.66,5.91,5.04,0.23,0.02,-0.55,1721201008444
4.67,-1.82,6.00,-0.45,-0.18,-0.99,1721201008454
-2.36,-7.47,23.13,0.21,0.18,-0.67,1721201008464
2.19,0.02,7.98,0.37,0.31,0.01,1721201008474
6.08,9.28,4.00,-0.12,0.47,-0.01,1721201008484
3.58,2.04,19.05,-0.14,0.11,-0.64,1721201008494
-3.60,0.37,17.93,0.27,0.06,-0.71,1721201008504
-4.52,6.11,-2.43,0.07,0.12,0.07,1721201008514
-2.24,8.70,10.87,-0.31,0.41,0.34,1721201008524
5.73,-7.58,20.96,-0.26,0.10,0.07,1721201008534
-0.24,11.13,11.66,0.69,-0.30,0.09,1721201008544
6.53,8.42,-10.53,-0.49,0.64,0.35,1721201008554
1.37,2.14,20.68,-0.34,0.37,0.16,1721201008564
4.50,-4.58,23.21,0.24,0.01,-0.39,1721201008574
3.77,9.80,7.82,0.27,0.47,-0.35,1721201008584
3.54,6.83,-3.42,-0.38,0.30,0.10,1721201008594
6.73,2.07,20.09,-0.24,0.84,-0.20,1721201008604
6.65,-1.70,14.53,-0.04,0.36,-0.72,1721201008614
-6.88,7.86,4.16,0.22,0.38,-0.81,1721201008624
-8.32,4.79,3.37,-0.28,0.68,-0.67,1721201008634
-11.92,-7.66,17.55,-0.30,0.07,-0.03,1721201008644
-7.77,-6.43,15.72,0.30,0.43,0.80,1721201008654
8.88,6.46,4.13,0.21,0.91,0.75,1721201008664
