AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
2.36,-2.51,9.23,-0.04,-0.17,0.17,1721206607156
2.75,-2.11,10.78,-0.05,-0.19,0.08,1721206607161
2.79,-0.72,9.79,0.01,-0.24,0.06,1721206607171
3.23,0.34,10.15,0.02,-0.09,-0.03,1721206607181
3.71,-0.98,9.72,-0.02,-0.10,-0.23,1721206607191
1.34,-2.96,8.93,-0.01,-0.21,-0.34,1721206607201
-0.16,-7.03,11.94,0.13,-0.00,-0.31,1721206607211
-1.66,4.62,11.03,0.18,-0.07,-0.19,1721206607221
-0.26,3.16,12.45,-0.00,0.10,-0.28,1721206607231
-2.54,-3.34,12.62,-0.01,-0.25,-0.42,1721206607241
-6.12,0.76,9.63,-0.06,-0.27,-0.28,1721206607251
-7.27,-0.89,5.85,-0.19,-0.37,0.02,1721206607261
-3.01,5.23,12.52,0.24,0.11,0.32,1721206607271
3.10,-3.32,-4.31,-0.12,-0.22,0.01,1721206607281
-4.69,7.36,5.24,-0.23,-0.28,-0.47,1721206607291
2.39,-3.09,22.86,0.06,0.43,-0.37,1721206607301
3.63,-1.44,18.82,0.23,-0.09,-0.18,1721206607311
0.58,1.04,3.00,0.03,-0.47,-0.23,1721206607321
-2.01,1.46,4.44,-0.16,-0.14,-0.35,1721206607331
1.36,-2.40,16.83,0.04,0.22,-0.42,1721206607341
1.90,1.29,10.57,0.16,-0.10,-0.44,1721206607351
-0.39,1.99,8.16,-0.04,-0.07,-0.54,1721206607361
-1.98,-1.83,9.74,-0.04,-0.10,-0.47,1721206607371
-3.19,-3.47,13.91,-0.07,-0.08,-0.34,1721206607381
-2.60,-0.15,11.30,0.15,-0.13,-0.30,1721206607391
-0.98,2.28,5.60,0.09,-0.07,-0.33,1721206607401
-0.05,-0.28,10.19,-0.04,0.00,-0.36,1721206607411
0.04,-0.84,14.27,0.05,-0.06,-0.39,1721206607421
-0.51,1.24,10.30,0.05,-0.10,-0.47,1721206607431
-3.17,0.41,7.63,-0.03,-0.17,-0.52,1721206607441
-5.34,1.93,9.65,0.07,-0.16,-0.49,1721206607451
-3.91,-1.99,5.69,-0.11,-0.17,-0.27,1721206607461
-4.30,2.76,15.84,0.07,-0.22,-0.25,1721206607471
-2.81,-0.42,7.32,0.06,-0.26,-0.38,1721206607481
-1.07,0.47,14.69,0.08,-0.25,-0.08,1721206607491
6.36,-2.86,10.42,-0.25,0.05,0.06,1721206607501
5.95,2.64,17.06,0.03,-0.27,-0.61,1721206607511
0.45,-0.29,3.76,0.09,-0.27,-1.44,1721206607521
-11.74,-1.13,5.19,-0.09,-0.34,-1.25,1721206607531
-16.41,-0.03,8.76,0.11,-0.32,-0.18,1721206607541
-8.97,0.94,7.86,0.01,-0.04,0.63,1721206607551
2.54,3.15,13.38,0.04,-0.11,0.73,1721206607561
11.15,3.20,10.54,-0.01,-0.11,0.29,1721206607571
14.17,1.91,12.97,-0.05,-0.08,-0.35,1721206607581
9.50,2.04,7.02,0.09,-0.33,-0.94,1721206607591
2.89,0.07,7.24,-0.05,-0.07,-1.11,1721206607601
-2.83,0.46,10.49,0.01,-0.22,-0.63,1721206607611
-1.33,2.55,12.55,0.05,0.20,-0.29,1721206607621
1.74,3.15,9.62,0.01,-0.08,-0.39,1721206607631
0.85,3.45,9.72,-0.07,-0.03,-0.69,1721206607641
-1.72,1.94,10.97,-0.03,0.04,-0.77,1721206607651
-5.68,2.90,8.71,-0.06,-0.08,-0.63,1721206607661
-8.06,1.52,3.21,-0.14,-0.19,-0.34,1721206607671
-5.16,-0.12,17.38,-0.14,0.12,-0.08,1721206607681
1.25,0.46,12.44,0.14,-0.07,0.08,1721206607691
3.50,4.31,7.39,-0.05,-0.03,-0.20,1721206607701
4.62,0.86,12.13,-0.07,-0.10,-0.47,1721206607711
2.00,-0.87,11.27,0.03,-0.14,-0.54,1721206607721
-0.16,-0.14,8.47,-0.03,-0.00,-0.50,1721206607731
-0.71,-1.25,7.35,-0.10,-0.03,-0.43,1721206607741
0.32,-0.34,11.84,-0.03,0.02,-0.40,1721206607751
0.80,-0.53,10.07,-0.06,0.07,-0.51,1721206607761
-1.13,-1.10,8.95,-0.08,-0.03,-0.61,1721206607771
-3.09,-0.94,12.43,-0.10,0.05,-0.53,1721206607781
-3.76,-4.17,8.48,-0.09,-0.05,-0.35,1721206607791
-3.01,-1.39,9.27,-0.13,0.03,-0.28,1721206607801
-0.08,-4.31,9.28,-0.21,0.07,-0.27,1721206607811
0.13,0.01,12.20,-0.17,0.04,-0.40,1721206607821
-0.24,-2.12,9.47,-0.19,-0.04,-0.47,1721206607831
-1.79,-1.88,11.34,-0.22,-0.05,-0.49,1721206607841
-1.94,-0.40,11.27,-0.12,-0.05,-0.32,1721206607851
0.24,-1.45,9.57,-0.15,0.08,-0.26,1721206607861
-0.14,0.52,11.42,-0.10,-0.03,-0.38,1721206607871
