AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
0.79,-1.42,10.28,-0.00,-0.17,0.18,1721207213142
0.08,-2.30,9.71,-0.05,-0.10,0.18,1721207213147
0.92,0.58,13.22,-0.03,-0.09,0.22,1721207213157
0.70,-1.22,8.66,0.02,-0.26,0.30,1721207213167
2.66,-0.17,8.04,-0.04,0.01,0.24,1721207213177
2.77,1.09,9.77,0.01,-0.21,0.11,1721207213187
4.16,-3.80,9.61,-0.05,-0.03,0.06,1721207213197
2.98,-2.42,13.14,0.06,-0.09,-0.01,1721207213207
2.32,-3.85,10.08,0.09,-0.09,0.02,1721207213217
1.85,-0.13,11.62,0.14,0.07,-0.00,1721207213227
2.46,-3.12,10.69,0.11,0.01,-0.07,1721207213237
3.92,-1.94,12.16,0.17,0.13,-0.06,1721207213247
4.78,-2.64,9.13,0.21,0.16,-0.05,1721207213257
3.63,-4.89,8.71,0.12,0.22,-0.13,1721207213267
2.64,0.76,13.59,0.20,0.17,-0.26,1721207213277
2.48,-2.11,9.00,0.15,0.11,-0.20,1721207213287
0.79,2.80,15.57,0.06,0.26,-0.31,1721207213297
1.02,-0.98,9.51,0.15,0.10,-0.27,1721207213307
1.04,1.88,6.18,0.11,0.33,-0.35,1721207213317
1.70,1.53,9.33,0.18,0.26,-0.32,1721207213327
1.38,-2.52,9.51,0.12,0.36,-0.23,1721207213337
-1.42,-0.35,12.23,0.10,0.29,-0.28,1721207213347
-1.32,1.22,10.82,0.18,0.24,-0.24,1721207213357
0.26,3.56,9.84,0.18,0.30,-0.15,1721207213367
1.51,3.23,8.39,0.19,0.28,-0.12,1721207213377
1.99,0.47,6.25,0.10,0.34,-0.35,1721207213387
-0.60,1.12,9.60,0.05,0.24,-0.57,1721207213397
-3.73,0.35,10.71,0.11,0.20,-0.52,1721207213407
-4.76,2.67,10.30,0.15,0.27,-0.37,1721207213417
-3.20,1.24,6.66,0.09,0.23,-0.15,1721207213427
-1.66,0.52,10.44,0.03,0.29,-0.23,1721207213437
-2.14,5.31,11.76,0.11,0.15,-0.36,1721207213447
-2.91,2.25,8.25,-0.16,0.15,-0.32,1721207213457
-2.91,-1.68,13.00,-0.23,0.15,-0.11,1721207213467
0.14,-6.11,11.72,-0.15,0.21,0.00,1721207213477
2.90,0.48,12.13,0.02,0.25,-0.17,1721207213487
3.68,2.42,5.23,0.04,0.11,-0.48,1721207213497
0.88,-0.05,8.59,-0.22,0.20,-0.68,1721207213507
-3.17,-2.29,15.20,-0.15,0.10,-0.59,1721207213517
-5.60,0.38,13.09,-0.03,0.07,-0.31,1721207213527
-1.94,2.69,8.88,-0.05,0.19,-0.05,1721207213537
2.68,-1.90,7.64,-0.19,0.26,-0.25,1721207213547
1.04,-0.43,9.45,-0.01,0.12,-0.54,1721207213557
-0.68,-1.85,8.85,-0.11,0.31,-0.71,1721207213567
-4.80,0.61,11.80,0.00,0.02,-0.50,1721207213577
-5.71,-2.43,8.02,-0.05,0.14,-0.17,1721207213587
-2.78,-0.35,14.99,-0.01,0.31,0.12,1721207213597
2.43,-2.20,9.07,0.03,0.13,0.08,1721207213607
3.79,-0.32,11.20,-0.04,0.25,-0.26,1721207213617
2.15,-0.66,11.35,0.13,0.12,-0.53,1721207213627
-2.27,-2.34,11.14,0.05,0.17,-0.56,1721207213637
-4.57,-3.14,11.06,0.16,0.11,-0.27,1721207213647
-1.69,-4.34,11.14,0.10,0.31,0.06,1721207213657
-3.25,0.79,10.63,0.21,-0.00,0.01,1721207213667
-1.66,1.54,6.79,0.15,0.13,-0.28,1721207213677
0.54,-2.54,10.59,0.01,0.14,-0.18,1721207213687
-3.10,-5.31,8.16,-0.02,-0.04,-0.14,1721207213697
-2.54,2.17,11.13,0.17,0.31,-0.11,1721207213707
-1.07,-4.35,2.31,-0.07,-0.08,-0.01,1721207213717
-4.33,-0.44,15.64,-0.16,0.25,-0.23,1721207213727
-1.87,-3.91,9.52,0.17,-0.12,-0.06,1721207213737
-0.39,-0.50,14.86,-0.15,0.40,0.06,1721207213747
-0.54,3.98,9.91,0.20,-0.29,-0.04,1721207213757
-0.58,3.58,5.18,-0.01,0.14,-0.28,1721207213767
-2.78,3.27,11.52,0.09,-0.04,-0.15,1721207213777
-5.21,-0.88,2.50,-0.01,-0.19,0.04,1721207213787
-2.29,0.39,14.21,-0.13,0.19,0.19,1721207213797
1.23,-1.03,13.10,0.10,-0.19,0.26,1721207213807
2.44,3.66,13.23,0.09,0.11,-0.01,1721207213817
